2016 2016
"1986 NLCS (4-2): 
New York Mets vs. 
Houston Astros"
1986 
1985 1985
"1985 World Series (4-3): 
Kansas City Royals (91-71, AL) vs. 
St. Louis Cardinals (101-61, NL)"
"1985 ALCS (4-3): 
Kansas City Royals vs. 
Toronto Blue Jays"
"1985 NLCS (4-2): 
St. Louis Cardinals vs. 
Los Angeles Dodgers"
1985 
1984 1984
"1984 World Series (4-1): 
Detroit Tigers (104-58, AL) vs. 
San Diego Padres (92-70, NL)"
"1984 ALCS (3-0): 
Detroit Tigers vs. 
Kansas City Royals"
"1984 NLCS (3-2): 
San Diego Padres vs. 
Chicago Cubs"
1984 
1983 1983
"1983 World Series (4-1): 
Baltimore Orioles (98-64, AL) vs. 
Philadelphia Phillies (90-72, NL)"
"1983 ALCS (3-1): 
Baltimore Orioles vs. 
Chicago White Sox"
"1983 NLCS (3-1): 
Philadelphia Phillies vs. 
Los Angeles Dodgers"
1983 
1982 1982
"1982 World Series (4-3): 
St. Louis Cardinals (92-70, NL) vs. 
Milwaukee Brewers (95-67, AL)"
"1982 ALCS (3-2): 
Milwaukee Brewers vs. 
California Angels"
"1982 NLCS (3-0): 
St. Louis Cardinals vs. 
Atlanta Braves"
1982 
1981 1981
"1981 World Series (4-2): 
Los Angeles Dodgers (63-47, NL) vs. 
New York Yankees (59-48, AL)"
"1981 ALCS (3-0): 
New York Yankees vs. 
Oakland Athletics"
"1981 NLCS (3-2): 
Los Angeles Dodgers vs. 
Montreal Expos"
"1981 ALDS (3-2): 
NYY vs. 
MIL"
"1981 ALDS (3-0): 
OAK vs. 
KCR"
"1981 NLDS (3-2): 
MON vs. 
PHI"
"1981 NLDS (3-2): 
LAD vs. 
HOU"
1981 
1980 1980
"1980 World Series (4-2): 
Philadelphia Phillies (91-71, NL) vs. 
Kansas City Royals (97-65, AL)"
"1980 ALCS (3-0): 
Kansas City Royals vs. 
New York Yankees"
"1980 NLCS (3-2): 
Philadelphia Phillies vs. 
Houston Astros"
1980 
1979 1979
"1979 World Series (4-3): 
Pittsburgh Pirates (98-64, NL) vs. 
Baltimore Orioles (102-57, AL)"
"1979 ALCS (3-1): 
Baltimore Orioles vs. 
California Angels"
"1979 NLCS (3-0): 
Pittsburgh Pirates vs. 
Cincinnati Reds"
1979 
1978 1978
"1978 World Series (4-2): 
New York Yankees (100-63, AL) vs. 
Los Angeles Dodgers (95-67, NL)"
"1978 ALCS (3-1): 
New York Yankees vs. 
Kansas City Royals"
"1978 NLCS (3-1): 
Los Angeles Dodgers vs. 
Philadelphia Phillies"
1978 
1977 1977
"1977 World Series (4-2): 
New York Yankees (100-62, AL) vs. 
Los Angeles Dodgers (98-64, NL)"
"1977 ALCS (3-2): 
New York Yankees vs. 
Kansas City Royals"
"1977 NLCS (3-1): 
Los Angeles Dodgers vs. 
Philadelphia Phillies"
1977 
1976 1976
"1976 World Series (4-0): 
Cincinnati Reds (102-60, NL) vs. 
New York Yankees (97-62, AL)"
"1976 ALCS (3-2): 
New York Yankees vs. 
Kansas City Royals"
"1976 NLCS (3-0): 
Cincinnati Reds vs. 
Philadelphia Phillies"
1976 
1975 1975
"1975 World Series (4-3): 
Cincinnati Reds (108-54, NL) vs. 
Boston Red Sox (95-65, AL)"
"1975 ALCS (3-0): 
Boston Red Sox vs. 
Oakland Athletics"
"1975 NLCS (3-0): 
Cincinnati Reds vs. 
Pittsburgh Pirates"
1975 
1974 1974
"1974 World Series (4-1): 
Oakland Athletics (90-72, AL) vs. 
Los Angeles Dodgers (102-60, NL)"
"1974 ALCS (3-1): 
Oakland Athletics vs. 
Baltimore Orioles"
"1974 NLCS (3-1): 
Los Angeles Dodgers vs. 
Pittsburgh Pirates"
1974 
1973 1973
"1973 World Series (4-3): 
Oakland Athletics (94-68, AL) vs. 
New York Mets (82-79, NL)"
"1973 ALCS (3-2): 
Oakland Athletics vs. 
Baltimore Orioles"
"1973 NLCS (3-2): 
New York Mets vs. 
Cincinnati Reds"
1973 
1972 1972
"1972 World Series (4-3): 
Oakland Athletics (93-62, AL) vs. 
Cincinnati Reds (95-59, NL)"
"1972 ALCS (3-2): 
Oakland Athletics vs. 
Detroit Tigers"
"1972 NLCS (3-2): 
Cincinnati Reds vs. 
Pittsburgh Pirates"
1972 
1971 1971
"1971 World Series (4-3): 
Pittsburgh Pirates (97-65, NL) vs. 
Baltimore Orioles (101-57, AL)"
"1971 ALCS (3-0): 
Baltimore Orioles vs. 
Oakland Athletics"
"1971 NLCS (3-1): 
Pittsburgh Pirates vs. 
San Francisco Giants"
1971 
1970 1970
"1970 World Series (4-1): 
Baltimore Orioles (108-54, AL) vs. 
Cincinnati Reds (102-60, NL)"
"1970 ALCS (3-0): 
Baltimore Orioles vs. 
Minnesota Twins"
"1970 NLCS (3-0): 
Cincinnati Reds vs. 
Pittsburgh Pirates"
1970 
1969 1969
"1969 World Series (4-1): 
New York Mets (100-62, NL) vs. 
Baltimore Orioles (109-53, AL)"
"1969 ALCS (3-0): 
Baltimore Orioles vs. 
Minnesota Twins"
"1969 NLCS (3-0): 
New York Mets vs. 
Atlanta Braves"
1969 
